OrderID,Tanggal_Pesanan,Produk,Kategori,Wilayah,Jumlah,Harga_Satuan,Metode_Pembayaran,Diskon,Total_Penjualan,Bulan,Hari_Dalam_Seminggu,Jam_Pesanan
213,2025-04-05 16:47:34,Keyboard Mekanik,Periferal,Surabaya,3,2225977,E-Wallet,0,6677931,2025-04,5,16
214,2025-05-16 16:47:34,Smartwatch,Aksesoris,Medan,1,2830255,Bank Transfer,0,2830255,2025-05,4,18
215,2025-05-21 16:47:34,Smartwatch,Aksesoris,Surabaya,1,1482599,Bank Transfer,0,1482599,2025-05,2,17
216,2025-04-04 16:47:34,Keyboard Mekanik,Periferal,Makassar,3,946015,Debit Card,0,2838045,2025-04,4,21
217,2025-05-01 16:47:34,Headphone Wireless,Aksesoris,Surabaya,1,1443657,Credit Card,0.05,1371474.15,2025-05,3,9
218,2025-03-08 16:47:34,Keyboard Mekanik,Periferal,Surabaya,1,1833441,Credit Card,0.05,1741768.95,2025-03,5,16
219,2025-03-31 16:47:34,Headphone Wireless,Aksesoris,Denpasar,1,989556,Debit Card,0,989556,2025-03,0,16
220,2024-12-31 16:47:34,Laptop Gaming,Elektronik,Jakarta,4,22288538,Bank Transfer,0,89154152,2024-12,1,12
221,2025-05-25 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,4,5253722,Debit Card,0,21014888,2025-05,6,18
222,2025-06-10 16:47:34,Headphone Wireless,Aksesoris,Medan,3,1416271,E-Wallet,0.1,3823931.7,2025-06,1,8
223,2025-05-24 16:47:34,Monitor Curved,Periferal,Denpasar,1,4528268,Credit Card,0.05,4301854.6,2025-05,5,14
224,2025-03-28 16:47:34,Laptop Gaming,Elektronik,Surabaya,4,18099555,E-Wallet,0,72398220,2025-03,4,17
225,2025-05-24 16:47:34,Laptop Gaming,Elektronik,Jakarta,3,20683797,Debit Card,0,62051391,2025-05,5,17
226,2025-05-25 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,1,4681641,Debit Card,0.05,4447558.95,2025-05,6,11
227,2025-04-03 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,2,8261913,Bank Transfer,0,16523826,2025-04,3,16
228,2025-02-18 16:47:34,Monitor Curved,Periferal,Jakarta,1,2516409,Bank Transfer,0,2516409,2025-02,1,13
229,2025-06-07 16:47:34,Smartphone Terbaru,Elektronik,Medan,1,3666165,Bank Transfer,0,3666165,2025-06,5,20
230,2025-06-14 16:47:34,Smartwatch,Aksesoris,Denpasar,4,1743085,E-Wallet,0.05,6623723,2025-06,5,10
231,2025-05-05 16:47:34,Headphone Wireless,Aksesoris,Surabaya,3,445016,Bank Transfer,0,1335048,2025-05,0,13
232,2025-02-05 16:47:34,Headphone Wireless,Aksesoris,Surabaya,3,582017,Debit Card,0,1746051,2025-02,2,20
233,2025-03-20 16:47:34,Keyboard Mekanik,Periferal,Surabaya,4,2140687,Bank Transfer,0.1,7706473.2,2025-03,3,17
234,2025-04-11 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,1,4935090,Credit Card,0,4935090,2025-04,4,13
235,2025-05-06 16:47:34,Monitor Curved,Periferal,Makassar,2,2745182,Bank Transfer,0,5490364,2025-05,1,12
236,2025-01-08 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,1,6937270,E-Wallet,0,6937270,2025-01,2,9
237,2025-06-24 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,1,9739013,Credit Card,0,9739013,2025-06,1,17
238,2025-05-28 16:47:34,Keyboard Mekanik,Periferal,Medan,2,816978,Credit Card,0.05,1552258.2,2025-05,2,17
239,2025-06-05 16:47:34,Laptop Gaming,Elektronik,Surabaya,4,16033316,Credit Card,0,64133264,2025-06,3,9
240,2025-02-08 16:47:34,Laptop Gaming,Elektronik,Medan,3,19819075,E-Wallet,0,59457225,2025-02,5,14
241,2025-04-06 16:47:34,Monitor Curved,Periferal,Jakarta,4,4621038,Debit Card,0,18484152,2025-04,6,9
242,2025-01-04 16:47:34,Laptop Gaming,Elektronik,Makassar,4,19742297,Bank Transfer,0.05,75020728.6,2025-01,5,19
243,2025-05-21 16:47:34,Keyboard Mekanik,Periferal,Denpasar,1,1712743,Credit Card,0.05,1627105.85,2025-05,2,13
244,2025-03-28 16:47:34,Smartphone Terbaru,Elektronik,Medan,3,5741094,Credit Card,0,17223282,2025-03,4,12
245,2025-04-19 16:47:34,Keyboard Mekanik,Periferal,Denpasar,3,1639444,Credit Card,0,4918332,2025-04,5,11
246,2025-02-26 16:47:34,Monitor Curved,Periferal,Jakarta,4,3927205,Debit Card,0.05,14923379,2025-02,2,14
247,2025-04-20 16:47:34,Smartwatch,Aksesoris,Surabaya,2,604195,Debit Card,0,1208390,2025-04,6,15
248,2024-12-30 16:47:34,Keyboard Mekanik,Periferal,Medan,4,1482424,E-Wallet,0.1,5336726.4,2024-12,0,11
249,2025-05-06 16:47:34,Smartphone Terbaru,Elektronik,Medan,2,7101036,Debit Card,0.1,12781864.8,2025-05,1,8
250,2025-02-14 16:47:34,Keyboard Mekanik,Periferal,Surabaya,3,1332883,Bank Transfer,0.1,3598784.1,2025-02,4,8
251,2025-05-17 16:47:34,Laptop Gaming,Elektronik,Surabaya,4,24727094,E-Wallet,0,98908376,2025-05,5,8
252,2025-02-03 16:47:34,Headphone Wireless,Aksesoris,Jakarta,1,1326630,E-Wallet,0,1326630,2025-02,0,18
253,2025-06-06 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,4,5165251,Bank Transfer,0.05,19627953.8,2025-06,4,8
254,2025-01-06 16:47:34,Headphone Wireless,Aksesoris,Jakarta,3,1312237,Bank Transfer,0,3936711,2025-01,0,12
255,2025-04-06 16:47:34,Laptop Gaming,Elektronik,Medan,1,18214850,Bank Transfer,0,18214850,2025-04,6,11
256,2025-05-24 16:47:34,Keyboard Mekanik,Periferal,Jakarta,1,2120023,E-Wallet,0.1,1908020.7,2025-05,5,20
257,2025-02-14 16:47:34,Keyboard Mekanik,Periferal,Jakarta,2,886275,E-Wallet,0.1,1595295,2025-02,4,21
258,2025-05-08 16:47:34,Keyboard Mekanik,Periferal,Medan,1,698871,E-Wallet,0,698871,2025-05,3,16
259,2025-05-25 16:47:34,Laptop Gaming,Elektronik,Medan,1,23268541,Bank Transfer,0,23268541,2025-05,6,10
260,2025-05-29 16:47:34,Smartwatch,Aksesoris,Makassar,4,1657655,Bank Transfer,0,6630620,2025-05,3,21
261,2025-02-20 16:47:34,Headphone Wireless,Aksesoris,Medan,3,1152129,Credit Card,0.1,3110748.3,2025-02,3,14
262,2025-04-27 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,2,4294929,Debit Card,0.1,7730872.2,2025-04,6,18
263,2025-06-07 16:47:34,Smartphone Terbaru,Elektronik,Makassar,4,5504594,Credit Card,0,22018376,2025-06,5,15
264,2025-05-29 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,1,4243294,Bank Transfer,0,4243294,2025-05,3,13
265,2025-04-23 16:47:34,Monitor Curved,Periferal,Jakarta,1,5567675,E-Wallet,0.1,5010907.5,2025-04,2,19
266,2025-03-13 16:47:34,Headphone Wireless,Aksesoris,Medan,2,1196816,Bank Transfer,0,2393632,2025-03,3,20
267,2025-04-20 16:47:34,Headphone Wireless,Aksesoris,Denpasar,3,1417502,Debit Card,0,4252506,2025-04,6,17
268,2025-06-10 16:47:34,Laptop Gaming,Elektronik,Surabaya,2,17414802,Credit Card,0.15,29605163.4,2025-06,1,20
269,2025-06-12 16:47:34,Laptop Gaming,Elektronik,Jakarta,4,15443031,Credit Card,0,61772124,2025-06,3,8
270,2025-04-11 16:47:34,Laptop Gaming,Elektronik,Jakarta,2,24479276,E-Wallet,0.05,46510624.4,2025-04,4,15
271,2025-03-22 16:47:34,Keyboard Mekanik,Periferal,Jakarta,1,2185516,Credit Card,0,2185516,2025-03,5,17
272,2025-04-19 16:47:34,Laptop Gaming,Elektronik,Surabaya,4,20510493,Credit Card,0,82041972,2025-04,5,10
273,2025-04-06 16:47:34,Laptop Gaming,Elektronik,Medan,1,15290998,Bank Transfer,0.1,13761898.2,2025-04,6,15
274,2025-05-30 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,3,7855920,Credit Card,0,23567760,2025-05,4,19
275,2025-03-31 16:47:34,Keyboard Mekanik,Periferal,Denpasar,1,2228022,Credit Card,0.15,1893818.7,2025-03,0,11
276,2025-05-23 16:47:34,Keyboard Mekanik,Periferal,Makassar,1,1809854,Credit Card,0,1809854,2025-05,4,15
277,2025-05-05 16:47:34,Monitor Curved,Periferal,Medan,2,2181360,E-Wallet,0,4362720,2025-05,0,18
278,2025-04-17 16:47:34,Smartwatch,Aksesoris,Makassar,1,2944026,E-Wallet,0,2944026,2025-04,3,8
279,2025-03-20 16:47:34,Headphone Wireless,Aksesoris,Jakarta,4,718267,Bank Transfer,0,2873068,2025-03,3,10
280,2025-02-20 16:47:34,Laptop Gaming,Elektronik,Surabaya,4,20532410,Credit Card,0,82129640,2025-02,3,13
281,2025-06-09 16:47:34,Keyboard Mekanik,Periferal,Medan,3,1691210,E-Wallet,0,5073630,2025-06,0,16
282,2025-06-15 16:47:34,Monitor Curved,Periferal,Makassar,4,4643061,E-Wallet,0,18572244,2025-06,6,9
283,2025-06-07 16:47:34,Smartwatch,Aksesoris,Makassar,2,2001584,Bank Transfer,0,4003168,2025-06,5,18
284,2025-03-06 16:47:34,Monitor Curved,Periferal,Jakarta,3,5584197,Debit Card,0.05,15914961.45,2025-03,3,8
285,2025-01-30 16:47:34,Monitor Curved,Periferal,Denpasar,4,2311955,Credit Card,0.05,8785429,2025-01,3,17
286,2025-05-19 16:47:34,Smartwatch,Aksesoris,Jakarta,2,2627599,E-Wallet,0.05,4992438.1,2025-05,0,10
287,2025-01-18 16:47:34,Keyboard Mekanik,Periferal,Makassar,4,1139290,Bank Transfer,0,4557160,2025-01,5,11
288,2025-02-14 16:47:34,Keyboard Mekanik,Periferal,Denpasar,4,1965070,Bank Transfer,0,7860280,2025-02,4,18
289,2025-05-25 16:47:34,Smartwatch,Aksesoris,Jakarta,1,1141147,Bank Transfer,0.05,1084089.65,2025-05,6,12
290,2025-05-05 16:47:34,Smartwatch,Aksesoris,Medan,4,688490,E-Wallet,0,2753960,2025-05,0,10
291,2025-05-13 16:47:34,Laptop Gaming,Elektronik,Jakarta,4,22323494,Credit Card,0,89293976,2025-05,1,20
292,2025-05-12 16:47:34,Smartwatch,Aksesoris,Surabaya,2,1004409,Debit Card,0.1,1807936.2,2025-05,0,17
293,2025-05-22 16:47:34,Laptop Gaming,Elektronik,Surabaya,2,22867791,Credit Card,0.05,43448802.9,2025-05,3,18
294,2025-05-05 16:47:34,Headphone Wireless,Aksesoris,Medan,1,816595,Bank Transfer,0,816595,2025-05,0,9
295,2025-01-30 16:47:34,Keyboard Mekanik,Periferal,Denpasar,4,1063689,Bank Transfer,0,4254756,2025-01,3,9
296,2025-06-22 16:47:34,Headphone Wireless,Aksesoris,Medan,1,465937,Debit Card,0.05,442640.15,2025-06,6,14
297,2025-04-22 16:47:34,Headphone Wireless,Aksesoris,Surabaya,4,1395426,Credit Card,0,5581704,2025-04,1,16
298,2025-04-26 16:47:34,Smartphone Terbaru,Elektronik,Makassar,3,6462092,Bank Transfer,0.05,18416962.2,2025-04,5,17
299,2025-01-19 16:47:34,Laptop Gaming,Elektronik,Denpasar,3,19437610,Bank Transfer,0.05,55397188.5,2025-01,6,9
300,2025-06-04 16:47:34,Monitor Curved,Periferal,Jakarta,1,5239536,Credit Card,0.1,4715582.4,2025-06,2,14
301,2025-02-04 16:47:34,Laptop Gaming,Elektronik,Denpasar,1,17326133,Bank Transfer,0,17326133,2025-02,1,14
302,2025-04-16 16:47:34,Laptop Gaming,Elektronik,Jakarta,1,22948140,Credit Card,0,22948140,2025-04,2,18
303,2025-02-17 16:47:34,Smartphone Terbaru,Elektronik,Makassar,2,8720626,Bank Transfer,0.05,16569189.4,2025-02,0,14
304,2025-01-05 16:47:34,Monitor Curved,Periferal,Jakarta,2,6002713,Credit Card,0.05,11405154.7,2025-01,6,10
305,2025-01-24 16:47:34,Monitor Curved,Periferal,Jakarta,2,2587100,Debit Card,0.05,4915490,2025-01,4,19
306,2025-01-24 16:47:34,Laptop Gaming,Elektronik,Surabaya,1,18415871,Bank Transfer,0,18415871,2025-01,4,14
307,2025-01-18 16:47:34,Headphone Wireless,Aksesoris,Medan,4,584580,Debit Card,0,2338320,2025-01,5,8
308,2025-01-27 16:47:34,Headphone Wireless,Aksesoris,Surabaya,3,823156,Bank Transfer,0.1,2222521.2,2025-01,0,17
309,2025-04-04 16:47:34,Smartwatch,Aksesoris,Jakarta,1,1269097,Bank Transfer,0.05,1205642.15,2025-04,4,8
310,2025-01-25 16:47:34,Smartwatch,Aksesoris,Medan,2,2849316,E-Wallet,0.1,5128768.8,2025-01,5,12
311,2025-04-18 16:47:34,Smartphone Terbaru,Elektronik,Denpasar,2,7041059,Credit Card,0.05,13378012.1,2025-04,4,9
312,2025-02-27 16:47:34,Headphone Wireless,Aksesoris,Surabaya,1,1069605,Debit Card,0,1069605,2025-02,3,16
313,2025-02-14 16:47:34,Headphone Wireless,Aksesoris,Jakarta,1,450787,Debit Card,0.05,428247.65,2025-02,4,14
314,2025-05-24 16:47:34,Keyboard Mekanik,Periferal,Surabaya,2,560381,Debit Card,0.1,1008685.8,2025-05,5,11
315,2025-01-01 16:47:34,Headphone Wireless,Aksesoris,Jakarta,4,749830,Credit Card,0,2999320,2025-01,2,11
316,2025-02-01 16:47:34,Smartphone Terbaru,Elektronik,Makassar,2,4577969,E-Wallet,0.05,8698141.1,2025-02,5,9
317,2025-02-15 16:47:34,Smartphone Terbaru,Elektronik,Makassar,2,8098402,Debit Card,0,16196804,2025-02,5,12
318,2025-01-14 16:47:34,Headphone Wireless,Aksesoris,Medan,1,368920,Credit Card,0,368920,2025-01,1,11
319,2025-06-18 16:47:34,Keyboard Mekanik,Periferal,Surabaya,4,1230051,Bank Transfer,0.05,4674193.8,2025-06,2,19
320,2025-06-04 16:47:34,Headphone Wireless,Aksesoris,Makassar,2,950024,Debit Card,0,1900048,2025-06,2,20
321,2025-02-12 16:47:34,Smartwatch,Aksesoris,Medan,2,2604683,Debit Card,0,5209366,2025-02,2,8
322,2025-04-24 16:47:34,Monitor Curved,Periferal,Makassar,3,4527419,E-Wallet,0,13582257,2025-04,3,19
323,2025-01-03 16:47:34,Headphone Wireless,Aksesoris,Medan,1,1415731,Debit Card,0,1415731,2025-01,4,15
324,2025-04-06 16:47:34,Smartphone Terbaru,Elektronik,Makassar,3,6028631,Debit Card,0,18085893,2025-04,6,10
325,2025-05-01 16:47:34,Keyboard Mekanik,Periferal,Medan,3,2035288,Bank Transfer,0,6105864,2025-05,3,21
326,2025-02-03 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,2,9599203,Credit Card,0.1,17278565.4,2025-02,0,13
327,2025-01-21 16:47:34,Headphone Wireless,Aksesoris,Denpasar,1,1240756,Credit Card,0,1240756,2025-01,1,11
328,2025-03-31 16:47:34,Keyboard Mekanik,Periferal,Surabaya,4,2178539,E-Wallet,0,8714156,2025-03,0,16
329,2025-02-12 16:47:34,Laptop Gaming,Elektronik,Medan,2,21984297,Bank Transfer,0,43968594,2025-02,2,14
330,2025-04-02 16:47:34,Laptop Gaming,Elektronik,Jakarta,4,19024733,Credit Card,0.05,72293985.4,2025-04,2,16
331,2025-04-06 16:47:34,Smartphone Terbaru,Elektronik,Medan,4,7859221,Bank Transfer,0,31436884,2025-04,6,17
332,2025-04-23 16:47:34,Keyboard Mekanik,Periferal,Medan,1,1814022,Credit Card,0.1,1632619.8,2025-04,2,10
333,2025-06-06 16:47:34,Laptop Gaming,Elektronik,Jakarta,3,18801250,Bank Transfer,0.05,53583562.5,2025-06,4,8
334,2025-06-07 16:47:34,Laptop Gaming,Elektronik,Jakarta,1,24340854,E-Wallet,0.05,23123811.3,2025-06,5,12
335,2025-03-05 16:47:34,Laptop Gaming,Elektronik,Medan,4,15019675,Debit Card,0,60078700,2025-03,2,10
336,2025-05-05 16:47:34,Laptop Gaming,Elektronik,Makassar,2,23462605,E-Wallet,0.05,44578949.5,2025-05,0,13
337,2025-01-15 16:47:34,Laptop Gaming,Elektronik,Surabaya,4,24356169,Credit Card,0,97424676,2025-01,2,15
338,2025-01-22 16:47:34,Headphone Wireless,Aksesoris,Jakarta,2,786799,E-Wallet,0.1,1416238.2,2025-01,2,18
339,2025-02-20 16:47:34,Headphone Wireless,Aksesoris,Medan,2,819349,Debit Card,0.05,1556763.1,2025-02,3,20
340,2025-02-24 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,1,7949982,E-Wallet,0,7949982,2025-02,0,11
341,2025-03-05 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,4,5238057,Credit Card,0,20952228,2025-03,2,12
342,2025-04-11 16:47:34,Laptop Gaming,Elektronik,Jakarta,3,19464344,Credit Card,0,58393032,2025-04,4,12
343,2025-06-20 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,4,8669068,E-Wallet,0.05,32942458.4,2025-06,4,11
344,2025-01-21 16:47:34,Headphone Wireless,Aksesoris,Jakarta,4,611877,Debit Card,0,2447508,2025-01,1,11
345,2025-04-21 16:47:34,Monitor Curved,Periferal,Surabaya,3,5921451,E-Wallet,0,17764353,2025-04,0,11
346,2025-01-29 16:47:34,Laptop Gaming,Elektronik,Jakarta,1,15566088,Debit Card,0,15566088,2025-01,2,11
347,2025-06-21 16:47:34,Headphone Wireless,Aksesoris,Surabaya,4,1444620,Bank Transfer,0.05,5489556,2025-06,5,11
348,2025-03-24 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,4,9558947,Debit Card,0.1,34412209.2,2025-03,0,12
349,2025-05-28 16:47:34,Keyboard Mekanik,Periferal,Surabaya,2,2162999,Bank Transfer,0.05,4109698.1,2025-05,2,9
350,2025-05-04 16:47:34,Monitor Curved,Periferal,Surabaya,4,2658003,E-Wallet,0.05,10100411.4,2025-05,6,9
351,2025-06-01 16:47:34,Headphone Wireless,Aksesoris,Makassar,3,602929,Debit Card,0,1808787,2025-06,6,16
352,2025-05-07 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,2,3805113,Bank Transfer,0,7610226,2025-05,2,9
353,2025-01-14 16:47:34,Keyboard Mekanik,Periferal,Surabaya,1,2416106,Bank Transfer,0.05,2295300.7,2025-01,1,13
354,2025-04-11 16:47:34,Laptop Gaming,Elektronik,Jakarta,2,24322004,Bank Transfer,0,48644008,2025-04,4,9
355,2025-06-07 16:47:34,Laptop Gaming,Elektronik,Jakarta,3,20028035,Credit Card,0,60084105,2025-06,5,12
356,2025-05-14 16:47:34,Smartphone Terbaru,Elektronik,Medan,3,6162801,E-Wallet,0,18488403,2025-05,2,11
357,2025-02-09 16:47:34,Laptop Gaming,Elektronik,Medan,2,19034464,Bank Transfer,0,38068928,2025-02,6,19
358,2025-06-22 16:47:34,Keyboard Mekanik,Periferal,Makassar,1,2003546,Debit Card,0,2003546,2025-06,6,14
359,2025-02-05 16:47:34,Monitor Curved,Periferal,Medan,2,4092101,Bank Transfer,0.1,7365781.8,2025-02,2,14
360,2025-06-16 16:47:34,Smartphone Terbaru,Elektronik,Denpasar,1,8995134,Credit Card,0,8995134,2025-06,0,20
361,2025-01-23 16:47:34,Headphone Wireless,Aksesoris,Jakarta,2,415359,E-Wallet,0,830718,2025-01,3,13
362,2025-04-06 16:47:34,Keyboard Mekanik,Periferal,Jakarta,3,2414410,Credit Card,0,7243230,2025-04,6,17
363,2025-02-16 16:47:34,Keyboard Mekanik,Periferal,Jakarta,4,651351,Credit Card,0.05,2475133.8,2025-02,6,12
364,2025-05-30 16:47:34,Smartwatch,Aksesoris,Jakarta,4,1787087,Credit Card,0,7148348,2025-05,4,8
365,2025-05-29 16:47:34,Keyboard Mekanik,Periferal,Surabaya,1,1684294,Debit Card,0.1,1515864.6,2025-05,3,19
366,2025-01-10 16:47:34,Keyboard Mekanik,Periferal,Medan,1,2084351,E-Wallet,0.1,1875915.9,2025-01,4,10
367,2025-02-26 16:47:34,Monitor Curved,Periferal,Jakarta,1,3512760,E-Wallet,0,3512760,2025-02,2,16
368,2025-05-12 16:47:34,Laptop Gaming,Elektronik,Denpasar,3,24851044,Debit Card,0.1,67097818.8,2025-05,0,21
369,2025-02-23 16:47:34,Smartphone Terbaru,Elektronik,Makassar,2,6557689,E-Wallet,0.15,11148071.3,2025-02,6,8
370,2025-02-02 16:47:34,Keyboard Mekanik,Periferal,Jakarta,3,651924,Credit Card,0.1,1760194.8,2025-02,6,12
371,2025-06-19 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,4,5880593,E-Wallet,0.1,21170134.8,2025-06,3,9
372,2025-01-17 16:47:34,Keyboard Mekanik,Periferal,Jakarta,1,2263236,Debit Card,0,2263236,2025-01,4,11
373,2025-03-03 16:47:34,Laptop Gaming,Elektronik,Jakarta,2,22863426,Credit Card,0,45726852,2025-03,0,21
374,2025-01-05 16:47:34,Laptop Gaming,Elektronik,Jakarta,4,24988400,Debit Card,0,99953600,2025-01,6,21
375,2025-05-21 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,4,7474770,Bank Transfer,0,29899080,2025-05,2,18
376,2025-05-19 16:47:34,Laptop Gaming,Elektronik,Jakarta,4,15450930,Credit Card,0.15,52533162,2025-05,0,8
377,2025-04-22 16:47:34,Keyboard Mekanik,Periferal,Surabaya,3,1798616,Credit Card,0,5395848,2025-04,1,10
378,2025-05-20 16:47:34,Keyboard Mekanik,Periferal,Denpasar,1,953343,E-Wallet,0.05,905675.85,2025-05,1,17
379,2025-03-30 16:47:34,Keyboard Mekanik,Periferal,Medan,4,2110524,Credit Card,0.1,7597886.4,2025-03,6,14
380,2025-04-05 16:47:34,Smartwatch,Aksesoris,Denpasar,1,2865600,Debit Card,0.1,2579040,2025-04,5,17
381,2025-03-04 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,3,6677361,E-Wallet,0.15,17027270.55,2025-03,1,10
382,2025-01-29 16:47:34,Headphone Wireless,Aksesoris,Surabaya,4,1241763,Bank Transfer,0,4967052,2025-01,2,11
383,2025-03-24 16:47:34,Headphone Wireless,Aksesoris,Medan,3,391006,Debit Card,0,1173018,2025-03,0,9
384,2025-02-17 16:47:34,Headphone Wireless,Aksesoris,Jakarta,3,429350,Bank Transfer,0,1288050,2025-02,0,10
385,2025-05-30 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,1,3688725,Bank Transfer,0,3688725,2025-05,4,16
386,2025-03-01 16:47:34,Headphone Wireless,Aksesoris,Medan,4,1105878,Bank Transfer,0,4423512,2025-03,5,10
387,2025-05-02 16:47:34,Headphone Wireless,Aksesoris,Medan,3,1088768,Credit Card,0,3266304,2025-05,4,18
388,2025-05-27 16:47:34,Keyboard Mekanik,Periferal,Surabaya,4,606487,Debit Card,0.05,2304650.6,2025-05,1,12
389,2025-02-24 16:47:34,Keyboard Mekanik,Periferal,Surabaya,1,1078841,Debit Card,0,1078841,2025-02,0,9
390,2025-02-24 16:47:34,Headphone Wireless,Aksesoris,Surabaya,3,580618,Credit Card,0,1741854,2025-02,0,11
391,2025-03-24 16:47:34,Smartwatch,Aksesoris,Jakarta,1,1726408,E-Wallet,0.05,1640087.6,2025-03,0,19
392,2025-02-15 16:47:34,Monitor Curved,Periferal,Surabaya,4,4939302,Bank Transfer,0,19757208,2025-02,5,20
393,2025-06-26 16:47:34,Laptop Gaming,Elektronik,Jakarta,4,18452501,Debit Card,0,73810004,2025-06,3,14
394,2025-06-16 16:47:34,Keyboard Mekanik,Periferal,Jakarta,1,445232,Credit Card,0.05,422970.4,2025-06,0,21
395,2025-03-08 16:47:34,Keyboard Mekanik,Periferal,Denpasar,2,1657669,Bank Transfer,0.05,3149571.1,2025-03,5,14
396,2025-01-12 16:47:34,Headphone Wireless,Aksesoris,Medan,3,1326657,E-Wallet,0.05,3780972.45,2025-01,6,19
397,2025-02-20 16:47:34,Smartphone Terbaru,Elektronik,Medan,4,4379904,E-Wallet,0,17519616,2025-02,3,10
398,2025-04-08 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,4,6849033,Bank Transfer,0.1,24656518.8,2025-04,1,12
399,2025-01-05 16:47:34,Headphone Wireless,Aksesoris,Surabaya,3,1361716,E-Wallet,0.05,3880890.6,2025-01,6,8
400,2025-02-19 16:47:34,Laptop Gaming,Elektronik,Jakarta,1,16437188,Debit Card,0,16437188,2025-02,2,17
401,2025-02-26 16:47:34,Keyboard Mekanik,Periferal,Jakarta,1,2056321,Debit Card,0.05,1953504.95,2025-02,2,17
402,2025-04-15 16:47:34,Laptop Gaming,Elektronik,Jakarta,1,15538645,Debit Card,0.1,13984780.5,2025-04,1,17
403,2025-01-02 16:47:34,Smartphone Terbaru,Elektronik,Makassar,2,4571951,E-Wallet,0,9143902,2025-01,3,18
404,2025-04-10 16:47:34,Keyboard Mekanik,Periferal,Medan,2,1560248,Debit Card,0,3120496,2025-04,3,8
405,2025-01-03 16:47:34,Monitor Curved,Periferal,Surabaya,4,6525121,Credit Card,0.15,22185411.4,2025-01,4,12
406,2025-04-16 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,1,8832801,Debit Card,0.05,8391160.95,2025-04,2,20
407,2025-04-23 16:47:34,Smartphone Terbaru,Elektronik,Denpasar,3,5829455,Debit Card,0,17488365,2025-04,2,17
408,2025-04-01 16:47:34,Laptop Gaming,Elektronik,Jakarta,4,21911855,E-Wallet,0.05,83265049,2025-04,1,16
409,2025-02-13 16:47:34,Smartwatch,Aksesoris,Jakarta,3,1364690,Debit Card,0,4094070,2025-02,3,8
410,2025-04-06 16:47:34,Laptop Gaming,Elektronik,Surabaya,4,21550091,Bank Transfer,0,86200364,2025-04,6,8
411,2025-02-21 16:47:34,Headphone Wireless,Aksesoris,Makassar,2,1422647,Credit Card,0,2845294,2025-02,4,11
412,2025-06-14 16:47:34,Keyboard Mekanik,Periferal,Denpasar,4,1497353,E-Wallet,0.1,5390470.8,2025-06,5,11
413,2025-02-18 16:47:34,Laptop Gaming,Elektronik,Jakarta,2,21439522,Credit Card,0.1,38591139.6,2025-02,1,9
414,2025-05-21 16:47:34,Keyboard Mekanik,Periferal,Makassar,4,1253695,Bank Transfer,0,5014780,2025-05,2,16
415,2025-01-10 16:47:34,Keyboard Mekanik,Periferal,Makassar,1,590706,E-Wallet,0,590706,2025-01,4,21
416,2025-04-21 16:47:34,Laptop Gaming,Elektronik,Jakarta,3,19818750,E-Wallet,0,59456250,2025-04,0,16
417,2025-05-01 16:47:34,Keyboard Mekanik,Periferal,Surabaya,1,1197232,Debit Card,0.15,1017647.2,2025-05,3,20
418,2025-04-13 16:47:34,Headphone Wireless,Aksesoris,Surabaya,4,1124255,Credit Card,0.15,3822467,2025-04,6,20
419,2025-06-04 16:47:34,Keyboard Mekanik,Periferal,Denpasar,4,680852,Bank Transfer,0.05,2587237.6,2025-06,2,9
420,2025-05-24 16:47:34,Headphone Wireless,Aksesoris,Jakarta,4,968179,Bank Transfer,0.1,3485444.4,2025-05,5,21
421,2025-05-22 16:47:34,Smartwatch,Aksesoris,Makassar,2,1088158,E-Wallet,0.05,2067500.2,2025-05,3,16
422,2025-04-27 16:47:34,Headphone Wireless,Aksesoris,Surabaya,3,833571,Debit Card,0,2500713,2025-04,6,13
423,2025-03-01 16:47:34,Keyboard Mekanik,Periferal,Medan,3,1265139,E-Wallet,0,3795417,2025-03,5,15
424,2025-01-16 16:47:34,Monitor Curved,Periferal,Surabaya,4,3578638,E-Wallet,0,14314552,2025-01,3,17
425,2025-03-30 16:47:34,Headphone Wireless,Aksesoris,Medan,4,1490631,E-Wallet,0.05,5664397.8,2025-03,6,20
